TASK_TYPE,SUBLOT,AREA,EQP,STEP,DATES
WIRE_TO_OPTICAL,Q26067196-2,N15-7,2QHB55,三光检验,2026-07-07 11:33:47
WIRE_TO_OPTICAL,Q26066081-9,N18-3,2QHB72,三光检验,2026-07-07 11:49:59
WIRE_TO_OPTICAL,Q26067449-10,C10-02,3QHS4106,三光检验,2026-07-12 18:31:11
WIRE_TO_OPTICAL,Q26066083-9,N18-3,2QHB72,三光检验,2026-07-07 13:33:05
WIRE_TO_OPTICAL,Q26071319-3,N16-5,2QHB100,三光检验,2026-07-13 15:23:55
WIRE_TO_OPTICAL,Q26057202-14,C03-07,3QHS4185,三光检验,2026-07-08 14:44:31
WIRE_TO_OPTICAL,Q26066451-5,C04-06,3QHS4117,三光检验,2026-07-12 00:49:25
WIRE_TO_OPTICAL,Q26052297-30,C15-08,3QHS4239,三光检验,2026-07-08 22:32:30
WIRE_TO_OPTICAL,Q26057202-7,C03-07,3QHS4185,三光检验,2026-07-07 14:58:46
WIRE_TO_OPTICAL,Q26063350-14,C16-01,3QHS4261,三光检验,2026-07-11 18:42:03
WIRE_TO_OPTICAL,Q26067449-11,C03-05,3QHS4186,三光检验,2026-07-12 18:10:54
WIRE_TO_OPTICAL,Q26062418-1,C14-11,3QHS4129,三光检验,2026-07-10 23:07:50
WIRE_TO_OPTICAL,Q26057201-2,C10-05,3QHS4120,三光检验,2026-07-04 05:50:49
WIRE_TO_OPTICAL,Q26071317-3,N16-5,2QHB100,三光检验,2026-07-13 14:37:22
WIRE_TO_OPTICAL,Q26057202-6,C17-05,3QHS4219,三光检验,2026-07-07 15:55:21
WIRE_TO_OPTICAL,Q26064255-2,C02-01,3QHS3998,三光检验,2026-07-12 14:25:32
WIRE_TO_OPTICAL,Q26057202-11,C17-05,3QHS4219,三光检验,2026-07-08 05:27:15
WIRE_TO_OPTICAL,Q26057202-12,C10-06,3QHS4121,三光检验,2026-07-08 06:41:54
WIRE_TO_OPTICAL,Q26060061-3,C11-07,3QHS4137,三光检验,2026-07-11 19:16:18
WIRE_TO_OPTICAL,Q26057202-4,C10-05,3QHS4120,三光检验,2026-07-04 17:25:00
WIRE_TO_OPTICAL,Q26062735-6,C05-10,3QHS4187,三光检验,2026-07-12 21:08:18
WIRE_TO_OPTICAL,Q26064709-1,C14-02,3QHS4173,三光检验,2026-07-11 04:13:13
WIRE_TO_OPTICAL,Q26066818-5,C16-08,3QHS4266,三光检验,2026-07-12 09:16:49
WIRE_TO_OPTICAL,Q26071320-13,N16-5,2QHB100,三光检验,2026-07-13 11:19:34
WIRE_TO_OPTICAL,Q26057202-15,C17-05,3QHS4219,三光检验,2026-07-08 16:03:05
WIRE_TO_OPTICAL,Q26064477-7,C16-02,3QHS4263,三光检验,2026-07-12 20:48:42
WIRE_TO_OPTICAL,Q26051401-1,Q24-01,3QHS3928,三光检验,2026-06-30 21:19:19
WIRE_TO_OPTICAL,Q26066882-2,C07-13,3QHS4293,三光检验,2026-07-12 04:10:53
WIRE_TO_OPTICAL,Q26057202-9,C10-06,3QHS4121,三光检验,2026-07-07 19:45:31
WIRE_TO_OPTICAL,Q26062735-7,C03-03,3QHS4192,三光检验,2026-07-13 05:13:44
WIRE_TO_OPTICAL,Q26065793-3,C04-01,3QHS4184,三光检验,2026-07-12 00:38:55
WIRE_TO_OPTICAL,Q26064579-1,C17-09,3QHS4216,三光检验,2026-07-11 08:53:56
WIRE_TO_OPTICAL,Q26071317-8,N16-3,2QHB102,三光检验,2026-07-13 12:24:05
WIRE_TO_OPTICAL,Q26067449-9,C11-01,3QHS4130,三光检验,2026-07-12 18:33:16
WIRE_TO_OPTICAL,Q26067449-4,C03-05,3QHS4186,三光检验,2026-07-11 19:59:34
WIRE_TO_OPTICAL,Q26066818-1,C16-08,3QHS4266,三光检验,2026-07-12 02:46:15
WIRE_TO_OPTICAL,Q26060061-7,C15-08,3QHS4239,三光检验,2026-07-11 16:35:31
WIRE_TO_OPTICAL,Q26063350-15,C16-01,3QHS4261,三光检验,2026-07-11 19:21:49
WIRE_TO_OPTICAL,Q26064579-7,C14-11,3QHS4129,三光检验,2026-07-12 10:31:46
WIRE_TO_OPTICAL,Q26062168-1,C16-05,3QHS4270,三光检验,2026-07-12 05:56:01
WIRE_TO_OPTICAL,Q26055656-2,C10-05,3QHS4120,三光检验,2026-07-06 18:40:40
WIRE_TO_OPTICAL,Q26064475-4,C15-01,3QHS4232,三光检验,2026-07-12 01:48:38
WIRE_TO_OPTICAL,Q26067449-12,C11-01,3QHS4130,三光检验,2026-07-13 07:46:45
WIRE_TO_OPTICAL,Q26066346-3,N1-4,2QHE60,三光检验,2026-07-12 08:28:03
WIRE_TO_OPTICAL,Q26071500-3,N15-7,2QHB55,三光检验,2026-07-12 21:35:35
WIRE_TO_OPTICAL,Q26064255-1,C02-15,3QHS385,三光检验,2026-07-12 14:42:43
WIRE_TO_OPTICAL,Q26064477-5,C15-05,3QHS4237,三光检验,2026-07-12 14:30:15
WIRE_TO_OPTICAL,Q26063127-6,C15-09,3QHS4242,三光检验,2026-07-12 14:00:59
WIRE_TO_OPTICAL,Q26064579-9,C14-09,3QHS4183,三光检验,2026-07-12 19:11:10
WIRE_TO_OPTICAL,Q26064477-9,C15-03,3QHS4235,三光检验,2026-07-13 03:26:35
WIRE_TO_OPTICAL,Q26071320-11,N16-3,2QHB102,三光检验,2026-07-13 10:40:52
WIRE_TO_OPTICAL,Q26068488-2,C04-06,3QHS4117,三光检验,2026-07-12 15:27:26
WIRE_TO_OPTICAL,Q26064255-3,C02-13,3QHS3308,三光检验,2026-07-12 19:02:18
WIRE_TO_OPTICAL,Q26055655-1,C10-05,3QHS4120,三光检验,2026-07-05 15:33:48
WIRE_TO_OPTICAL,Q26057201-1,C10-05,3QHS4120,三光检验,2026-07-05 04:41:55
WIRE_TO_OPTICAL,Q26057535-1,C02-05,3QHS3968,三光检验,2026-07-05 04:03:02
WIRE_TO_OPTICAL,Q26067449-8,C03-02,3QHS4272,三光检验,2026-07-12 19:54:05
WIRE_TO_OPTICAL,Q26063127-4,C15-09,3QHS4242,三光检验,2026-07-12 06:19:37
WIRE_TO_OPTICAL,Q26064255-4,C02-15,3QHS385,三光检验,2026-07-13 06:40:39
WIRE_TO_OPTICAL,Q26064477-3,C16-02,3QHS4263,三光检验,2026-07-12 00:44:08
WIRE_TO_OPTICAL,Q26067677-3,N19-5,2QHB57,三光检验,2026-07-12 22:59:24
WIRE_TO_OPTICAL,Q26055655-2,C17-05,3QHS4219,三光检验,2026-07-06 02:29:07
WIRE_TO_OPTICAL,Q26066079-2,N16-3,2QHB102,三光检验,2026-07-06 09:41:13
WIRE_TO_OPTICAL,Q26071778-4,N1-15,2QHE62,三光检验,2026-07-13 13:27:41
WIRE_TO_OPTICAL,Q26064709-6,C15-13,3QHS4247,三光检验,2026-07-12 21:19:32
WIRE_TO_OPTICAL,Q26071321-4,N16-5,2QHB100,三光检验,2026-07-13 12:54:09
WIRE_TO_OPTICAL,Q26062170-6,C04-04,3QHS4277,三光检验,2026-07-13 05:58:06
WIRE_TO_OPTICAL,Q26055625-5,C07-11,3QHS4295,三光检验,2026-07-06 19:59:36
WIRE_TO_OPTICAL,Q26052850-9,C11-08,3QHS4138,三光检验,2026-07-13 02:13:49
WIRE_TO_OPTICAL,Q26066079-9,N18-5,2QHB78,三光检验,2026-07-07 18:29:27
WIRE_TO_OPTICAL,Q26071320-7,N16-3,2QHB102,三光检验,2026-07-13 13:01:44
WIRE_TO_OPTICAL,Q26057202-2,C10-05,3QHS4120,三光检验,2026-07-07 06:23:33
WIRE_TO_OPTICAL,Q26067196-3,N15-7,2QHB55,三光检验,2026-07-07 07:59:01
WIRE_TO_OPTICAL,Q26071778-6,N1-8,2QHE72,三光检验,2026-07-13 10:52:49
WIRE_TO_OPTICAL,Q26064477-12,C15-05,3QHS4237,三光检验,2026-07-13 06:44:08
STAGING_TO_WIRE,Q26068822-2,D01-12,3QHS3826,焊线,2026-07-13 14:23:56
STAGING_TO_WIRE,Q26068286-17,Q23-05,3QHS2006,焊线,2026-07-13 13:09:45
STAGING_TO_WIRE,Q26072141-3,D10-04,3QHS3980,焊线,2026-07-13 13:39:55
STAGING_TO_WIRE,Q26068757-11,Q01-10,3QHS3966,焊线,2026-07-13 16:19:40
STAGING_TO_WIRE,Q26064053-1,Q01-07,3QHS3962,焊线,2026-07-13 13:52:09
STAGING_TO_WIRE,Q26066579-10,Q17-06,3QHS321,焊线,2026-07-13 13:30:39
STAGING_TO_WIRE,Q26064463-1,Q08-07,3QHS3908,焊线,2026-07-12 23:48:26
STAGING_TO_WIRE,Q26065275-6,Q03-02,3QHS3891,焊线,2026-07-13 15:17:48
STAGING_TO_WIRE,Q26044400-4,C17-02,3QHS4226,焊线,2026-07-13 14:54:36
STAGING_TO_WIRE,Q26065826-23,Q11-13,3QHS317,焊线,2026-07-13 14:33:38
STAGING_TO_WIRE,Q26057865-1,D21-11,3QHS2149,焊线,2026-07-13 06:05:36
STAGING_TO_WIRE,Q26063529-7,Q02-07,3QHS3950,焊线,2026-07-13 12:40:54
STAGING_TO_WIRE,Q26056411-10,Q02-09,3QHS3889,焊线,2026-07-13 12:40:21
STAGING_TO_WIRE,Q26071422-9,D01-16,3QHS3829,焊线,2026-07-13 13:41:01
STAGING_TO_WIRE,Q26071289-7,D03-14,3QHS2225,焊线,2026-07-13 14:40:02
STAGING_TO_WIRE,Q26068615-4,Q15-08,3QHS3075,焊线,2026-07-13 07:33:45
STAGING_TO_WIRE,Q26066608-11,Q01-16,3QHS4038,焊线,2026-07-13 14:33:57
STAGING_TO_WIRE,Q26055010-3,Q14-05,3QHS3107,焊线,2026-07-13 13:59:27
STAGING_TO_WIRE,Q26056372-2,D15-12,3QHS4032,焊线,2026-07-13 13:58:56
STAGING_TO_WIRE,Q26067468-2,Q05-14,3QHS4061,焊线,2026-07-13 14:33:04
STAGING_TO_WIRE,Q26057865-5,D13-01,3QHS4002,焊线,2026-07-13 15:07:44
STAGING_TO_WIRE,Q26067608-8,Q03-18,3QHS3120,焊线,2026-07-13 16:17:19
STAGING_TO_WIRE,Q26071857-16,Q19-15,3QHS588,焊线,2026-07-13 15:52:29
STAGING_TO_WIRE,Q26064699-17,C17-05,3QHS4219,焊线,2026-07-13 14:03:03
STAGING_TO_WIRE,Q26064463-6,Q12-06,3QHS3809,焊线,2026-07-13 06:07:08
STAGING_TO_WIRE,Q26071217-7,Q24-06,3QHS16,焊线,2026-07-13 13:57:08
STAGING_TO_WIRE,Q26056640-4,C02-12,3QHS3975,焊线,2026-07-13 15:10:11
STAGING_TO_WIRE,Q26052597-13,Q19-06,3QHS387,焊线,2026-07-13 13:11:21
STAGING_TO_WIRE,Q26067887-13,C01-06,3QHS3838,焊线,2026-07-13 12:31:20
STAGING_TO_WIRE,Q26065035-10,Q13-03,3QHS212,焊线,2026-07-13 13:53:38
STAGING_TO_WIRE,Q26062157-8,C01-01,3QHS3845,焊线,2026-07-13 15:06:10
STAGING_TO_WIRE,Q26066443-2,C15-09,3QHS4242,焊线,2026-07-13 15:52:39
STAGING_TO_WIRE,Q26071634-8,C13-03,3QHS4159,焊线,2026-07-13 14:52:48
STAGING_TO_WIRE,Q26064117-16,D23-2,3QHS4336,焊线,2026-07-13 11:15:33
STAGING_TO_WIRE,Q26062453-7,Q22-11,3QHS698,焊线,2026-07-13 15:16:50
STAGING_TO_WIRE,Q26047499-7,C14-15,3QHS4104,焊线,2026-07-13 16:07:44
STAGING_TO_WIRE,Q26071354-10,N4-14,2QHE49,焊线,2026-07-13 15:36:05
STAGING_TO_WIRE,Q26066207-14,C16-03,3QHS4259,焊线,2026-07-13 15:10:32
STAGING_TO_WIRE,Q26068682-25,Q21-08,3QHS381,焊线,2026-07-13 13:01:05
STAGING_TO_WIRE,Q26056145-11,D05-12,3QHS3132,焊线,2026-07-13 10:10:28
STAGING_TO_WIRE,Q26071210-2,Q12-11,3QHS3070,焊线,2026-07-13 16:15:38
STAGING_TO_WIRE,Q26064380-7,D13-04,3QHS3105,焊线,2026-07-13 06:41:39
STAGING_TO_WIRE,Q26066157-1,C03-15,3QHS4116,焊线,2026-07-13 13:40:36
STAGING_TO_WIRE,Q26064699-18,Q18-11,3QHS4257,焊线,2026-07-13 15:58:11
STAGING_TO_WIRE,Q26070003-35,C06-02,3QHS25,焊线,2026-07-13 14:24:21
STAGING_TO_WIRE,Q26070003-36,C06-03,3QHS3218,焊线,2026-07-13 15:51:57
STAGING_TO_WIRE,Q26063768-10,Q02-06,3QHS3956,焊线,2026-07-13 15:09:06
STAGING_TO_WIRE,Q26067686-6,D02-08,3QHS3822,焊线,2026-07-13 04:56:18
STAGING_TO_WIRE,Q26066579-12,Q16-03,3QHS386,焊线,2026-07-13 16:10:14
STAGING_TO_WIRE,Q26066579-11,D10-08,3QHS150,焊线,2026-07-13 13:11:37
STAGING_TO_WIRE,Q26067582-1,Q12-02,3QHS3846,焊线,2026-07-13 13:28:50
STAGING_TO_WIRE,Q26062157-6,D07-03,3QHS3816,焊线,2026-07-13 14:02:40
STAGING_TO_WIRE,Q26071792-2,N7-9,2QHE27,焊线,2026-07-13 16:09:22
STAGING_TO_WIRE,Q26060061-27,C10-09,3QHS4125,焊线,2026-07-13 14:40:38
STAGING_TO_WIRE,Q26066297-11,C08-02,3QHS4298,焊线,2026-07-13 07:38:34
STAGING_TO_WIRE,Q26054429-4,C04-12,3QHS4280,焊线,2026-07-13 14:25:23
STAGING_TO_WIRE,Q26064165-6,Q10-07,3QHS24,焊线,2026-07-13 16:18:59
STAGING_TO_WIRE,Q26062735-13,C04-01,3QHS4184,焊线,2026-07-13 13:40:14
STAGING_TO_WIRE,Q26068496-1,N2-13,3QHS6015,焊线,2026-07-13 09:57:06
STAGING_TO_WIRE,Q26064065-12,Q12-12,3QHS3079,焊线,2026-07-13 13:26:21
STAGING_TO_WIRE,Q26062803-21,C04-09,3QHS4265,焊线,2026-07-13 16:08:39
STAGING_TO_WIRE,Q26063104-11,Q19-12,3QHS3081,焊线,2026-07-13 15:14:38
STAGING_TO_WIRE,Q26065798-2,C06-11,3QHS3923,焊线,2026-07-13 15:41:40
STAGING_TO_WIRE,Q26067468-5,Q03-13,3QHS4047,焊线,2026-07-13 14:36:37
STAGING_TO_WIRE,Q26066992-1,Q04-15,3QHS4054,焊线,2026-07-13 16:18:44
STAGING_TO_WIRE,Q26064562-5,D13-07,3QHS4001,焊线,2026-07-13 08:14:35
STAGING_TO_WIRE,Q26066990-32,Q05-13,3QHS706,焊线,2026-07-13 14:32:32
STAGING_TO_WIRE,Q26054275-7,C13-07,3QHS4200,焊线,2026-07-13 05:40:18
STAGING_TO_WIRE,Q26068679-8,D10-13,3QHS3012,焊线,2026-07-13 10:19:57
STAGING_TO_WIRE,Q26068679-7,D12-16,3QHS3133,焊线,2026-07-13 14:26:58
STAGING_TO_WIRE,Q26057517-30,D17-09,3QHS009,焊线,2026-07-13 14:31:34
STAGING_TO_WIRE,Q26067460-57,D05-15,3QHS2152,焊线,2026-07-13 10:58:09
STAGING_TO_WIRE,Q26068720-1,N15-8,2QHB54,焊线,2026-07-13 10:04:48
STAGING_TO_WIRE,Q26079H18-1,N4-12,3QHS6007,焊线,2026-07-10 16:16:08
STAGING_TO_WIRE,Q26064065-8,D21-3,3QHS754,焊线,2026-07-12 17:24:20
STAGING_TO_WIRE,Q26064699-22,C17-08,3QHS4217,焊线,2026-07-13 15:43:01
STAGING_TO_WIRE,Q26067470-15,Q11-06,3QHS3930,焊线,2026-07-13 13:34:38
STAGING_TO_WIRE,Q26071703-5,Q10-08,3QHS378,焊线,2026-07-13 16:19:27
STAGING_TO_WIRE,Q26067587-14,C14-08,3QHS4181,焊线,2026-07-13 14:51:57
STAGING_TO_WIRE,Q26066659-4,D19-15,3QHS109,焊线,2026-07-13 16:20:10
STAGING_TO_WIRE,Q26067551-5,D07-08,3QHS3774,焊线,2026-07-13 14:25:40
STAGING_TO_WIRE,Q26054527-3,Q08-15,3QHS4202,焊线,2026-07-13 16:18:02
STAGING_TO_WIRE,Q26068683-22,Q24-11,3QHS3916,焊线,2026-07-13 13:54:17
STAGING_TO_WIRE,Q26064386-8,C07-13,3QHS4293,焊线,2026-07-13 13:38:45
STAGING_TO_WIRE,Q26045988-11,C09-15,3QHS4252,焊线,2026-07-13 12:16:55
STAGING_TO_WIRE,Q26045988-12,C09-01,3QHS4089,焊线,2026-07-13 16:07:54
STAGING_TO_WIRE,Q26066308-9,D17-05,3QHS4016,焊线,2026-07-13 16:18:30
STAGING_TO_WIRE,Q26044400-3,C03-07,3QHS4185,焊线,2026-07-13 13:00:14
STAGING_TO_WIRE,Q26067919-1-2,D14-10,3QHS767,焊线,2026-07-13 12:37:27
STAGING_TO_WIRE,Q26062235-4,Q18-04,3QHS4209,焊线,2026-07-09 02:27:30
STAGING_TO_WIRE,Q26061244-4,D14-08,3QHS762,焊线,2026-07-13 13:49:14
STAGING_TO_WIRE,Q26068088-4,Q13-04,3QHS213,焊线,2026-07-13 14:31:50
STAGING_TO_WIRE,Q26069D98-1,S01-01,3QHS4231,焊线,2026-07-13 14:45:16
STAGING_TO_WIRE,Q26069D75-1,C07-14,3QHS4292,焊线,2026-07-13 12:32:32
STAGING_TO_WIRE,Q26064310-22,Q06-18,3QHS4204,焊线,2026-07-13 15:10:53
STAGING_TO_WIRE,Q26061163-31,C12-01,3QHS4141,焊线,2026-07-13 13:01:23
STAGING_TO_WIRE,Q26068314-3,N2-2,2QHE69,焊线,2026-07-13 16:22:29
STAGING_TO_WIRE,Q26063419-6,C10-02,3QHS4106,焊线,2026-07-13 14:52:35
STAGING_TO_WIRE,Q26064339-11,Q09-08,3QHS703,焊线,2026-07-13 14:36:50
STAGING_TO_WIRE,Q26068704-4-2,Q04-01,3QHS3862,焊线,2026-07-13 15:44:09
STAGING_TO_WIRE,Q26067792-15,D10-01,3QHS3977,焊线,2026-07-13 10:48:24
STAGING_TO_WIRE,Q26071778-10,N2-8,2QHE68,焊线,2026-07-13 09:50:35
STAGING_TO_WIRE,Q26071778-17,N3-7,3QHS6023,焊线,2026-07-13 09:51:41
STAGING_TO_WIRE,Q26066887-1,C09-04,3QHS4093,焊线,2026-07-13 12:07:43
STAGING_TO_WIRE,Q26048318-8,D22-4,3QHS4322,焊线,2026-07-13 15:57:49
STAGING_TO_WIRE,Q26066990-33,Q19-01,3QHS541,焊线,2026-07-13 16:15:11
STAGING_TO_WIRE,Q26066990-29,Q01-13,3QHS4035,焊线,2026-07-13 13:34:01
STAGING_TO_WIRE,Q26068680-2,Q21-07,3QHS4033,焊线,2026-07-13 15:08:42
STAGING_TO_WIRE,Q26071564-5,N26-5,2QHB43,焊线,2026-07-13 15:48:54
STAGING_TO_WIRE,Q26066681-1,N,2QHB126,焊线,2026-07-13 09:02:04
STAGING_TO_WIRE,Q26064339-13,D14-06,3QHS3058,焊线,2026-07-13 16:16:34
STAGING_TO_WIRE,Q26072120-5,D15-08,3QHS4027,焊线,2026-07-13 15:56:12
STAGING_TO_WIRE,Q26057255-7,Q13-13,3QHS3028,焊线,2026-07-13 15:55:01
STAGING_TO_WIRE,Q26063323-1,C14-01,3QHS4172,焊线,2026-07-13 15:44:04
STAGING_TO_WIRE,Q26064852-4,Q07-18,3QHS4215,焊线,2026-07-13 13:04:04
STAGING_TO_WIRE,Q26063831-5-2,Q24-10,3QHS22,焊线,2026-07-13 12:37:42
STAGING_TO_WIRE,Q26063768-11,Q04-02,3QHS3878,焊线,2026-07-13 16:17:34
STAGING_TO_WIRE,Q26068580-1,N16-4,2QHB101,焊线,2026-07-13 13:39:56
STAGING_TO_WIRE,Q26066228-8,D10-05,3QHS3981,焊线,2026-07-13 15:06:26
STAGING_TO_WIRE,Q26061244-6,D07-14,3QHS3057,焊线,2026-07-13 12:31:39
STAGING_TO_WIRE,Q26068487-5,C16-04,3QHS4260,焊线,2026-07-13 14:09:47
STAGING_TO_WIRE,Q26062169-2,C03-13,3QHS4290,焊线,2026-07-13 14:04:40
STAGING_TO_WIRE,Q26043289-35,C11-05,3QHS4135,焊线,2026-07-13 14:04:54
STAGING_TO_WIRE,Q26066580-22,Q02-16,3QHS3125,焊线,2026-07-13 15:14:17
STAGING_TO_WIRE,Q26065226-7,Q03-07,3QHS3883,焊线,2026-07-13 12:40:02
STAGING_TO_WIRE,Q26057173-8,C13-13,3QHS4170,焊线,2026-07-13 14:25:56
STAGING_TO_WIRE,Q26064538-1,Q21-11,3QHS1109,焊线,2026-07-13 14:34:17
STAGING_TO_WIRE,Q26070015-4,C06-05,3QHS3203,焊线,2026-07-13 15:51:35
STAGING_TO_WIRE,Q26068719-5,C02-06,3QHS3969,焊线,2026-07-13 13:13:25
STAGING_TO_WIRE,Q26062692-3,C10-01,3QHS4105,焊线,2026-07-13 14:03:35
STAGING_TO_WIRE,Q26065475-25,C05-09,3QHS4111,焊线,2026-07-13 16:06:27
STAGING_TO_WIRE,Q26067594-4,C06-10,3QHS3927,焊线,2026-07-13 15:52:58
STAGING_TO_WIRE,Q26055657-4,Q06-20,3QHS4203,焊线,2026-07-13 15:10:17
STAGING_TO_WIRE,Q26063831-5-4,Q23-06,3QHS2693,焊线,2026-07-13 13:58:41
STAGING_TO_WIRE,Q26061223-5,Q23-03,3QHS2688,焊线,2026-07-13 15:58:33
STAGING_TO_WIRE,Q26067628-2,Q23-02,3QHS3920,焊线,2026-07-13 13:30:21
STAGING_TO_WIRE,Q26063360-14,Q21-02,3QHS157,焊线,2026-07-13 16:16:04
STAGING_TO_WIRE,Q26071506-4-1,Q08-06,3QHS3929,焊线,2026-07-13 15:14:57
STAGING_TO_WIRE,Q26063360-10,Q16-07,3QHS3085,焊线,2026-07-13 16:00:37
STAGING_TO_WIRE,Q26064539-1,Q12-14,3QHS501,焊线,2026-07-13 13:31:57
STAGING_TO_WIRE,Q26071423-5,D09-02,3QHS3785,焊线,2026-07-13 13:39:44
STAGING_TO_WIRE,Q26063529-13,Q10-04,3QHS2686,焊线,2026-07-13 16:18:18
STAGING_TO_WIRE,Q26070016-42,C07-02,3QHS3848,焊线,2026-07-13 15:42:50
STAGING_TO_WIRE,Q26070016-41,C07-06,3QHS3849,焊线,2026-07-13 14:39:08
STAGING_TO_WIRE,Q26066663-8,D17-16,3QHS12,焊线,2026-07-13 13:04:42
STAGING_TO_WIRE,Q26071606-33,D08-10,3QHS3770,焊线,2026-07-13 12:30:49
STAGING_TO_WIRE,Q26066762-4,D15-15,3QHS539,焊线,2026-07-13 16:00:03
STAGING_TO_WIRE,Q26062789-4,D05-04,3QHS3314,焊线,2026-07-13 16:08:15
STAGING_TO_WIRE,Q26071800-8,N5-15,2QHE42,焊线,2026-07-13 13:49:23
STAGING_TO_WIRE,Q26071848-29,D06-02,3QHS3784,焊线,2026-07-13 14:43:14
STAGING_TO_WIRE,Q26071848-28,Q01-18,3QHS4040,焊线,2026-07-13 16:17:04
STAGING_TO_WIRE,Q26065838-30,Q01-21,3QHS3073,焊线,2026-07-13 16:06:05
STAGING_TO_WIRE,Q26061223-7,C06-08,3QHS3935,焊线,2026-07-13 15:51:45
STAGING_TO_WIRE,Q26066228-6,Q13-12,3QHS704,焊线,2026-07-13 10:14:13
STAGING_TO_WIRE,Q26065838-29,Q10-17,3QHS326,焊线,2026-07-13 16:19:12
STAGING_TO_WIRE,Q26065838-28,D21-6,3QHS4340,焊线,2026-07-13 13:08:10
STAGING_TO_WIRE,Q26071848-27,Q05-21,3QHS3006,焊线,2026-07-13 12:40:36
STAGING_TO_WIRE,Q26067395-19,D18-03,3QHS510,焊线,2026-07-13 15:10:36
STAGING_TO_WIRE,Q26055319-18,Q14-01,3QHS584,焊线,2026-07-13 13:10:18
STAGING_TO_WIRE,Q26066300-26,Q04-16,3QHS4055,焊线,2026-07-13 13:07:14
STAGING_TO_WIRE,Q26068151-6,D21-16,3QHS364,焊线,2026-07-13 09:10:33
STAGING_TO_WIRE,Q26057256-2,D16-10,3QHS1107,焊线,2026-07-13 15:06:51
STAGING_TO_WIRE,Q26063831-5-3,C06-01,3QHS06,焊线,2026-07-13 13:40:24
STAGING_TO_WIRE,Q26071848-24,Q02-14,3QHS4044,焊线,2026-07-13 10:50:56
STAGING_TO_WIRE,Q26065226-23,C06-06,3QHS3202,焊线,2026-07-13 14:24:32
STAGING_TO_WIRE,Q26065226-9,Q08-01,3QHS3905,焊线,2026-07-13 15:17:29
STAGING_TO_WIRE,Q26068217-2,D07-07,3QHS3791,焊线,2026-07-13 12:29:33
STAGING_TO_WIRE,Q26067176-3,D10-12,3QHS587,焊线,2026-07-13 14:02:01
STAGING_TO_WIRE,Q26057517-32,D22-3,3QHS4321,焊线,2026-07-13 15:55:54
STAGING_TO_WIRE,Q26071606-30,D14-04,3QHS3089,焊线,2026-07-13 13:54:58
STAGING_TO_WIRE,Q26064769-3,Q01-01,3QHS3886,焊线,2026-07-13 15:18:04
STAGING_TO_WIRE,Q26068151-16,D04-08,3QHS3781,焊线,2026-07-13 16:11:13
STAGING_TO_WIRE,Q26056372-1,Q22-03,3QHS077,焊线,2026-07-13 13:33:24
STAGING_TO_WIRE,Q26064463-11,Q02-10,3QHS3893,焊线,2026-07-13 15:47:42
STAGING_TO_WIRE,Q26064463-12,Q24-04,3QHS3801,焊线,2026-07-13 13:08:46
STAGING_TO_WIRE,Q26043289-40,C07-15,3QHS4291,焊线,2026-07-13 14:27:40
STAGING_TO_WIRE,Q26079288-1,S01-04,3QHS3926,焊线,2026-07-13 15:00:28
STAGING_TO_WIRE,Q26071216-4,Q13-07,3QHS559,焊线,2026-07-13 15:11:36
STAGING_TO_WIRE,Q26071778-7,N1-14,2QHE63,焊线,2026-07-13 12:40:04
STAGING_TO_WIRE,Q26068682-26,D16-12,3QHS716,焊线,2026-07-13 14:18:34
STAGING_TO_WIRE,Q26072141-4,D21-5,3QHS4339,焊线,2026-07-13 13:55:35
STAGING_TO_WIRE,Q26052870-3-5,C16-12,3QHS4285,焊线,2026-07-13 15:42:20
STAGING_TO_WIRE,Q26068653-12,Q12-07,3QHS3805,焊线,2026-07-13 11:29:49
STAGING_TO_WIRE,Q26066656-9,D10-16,3QHS2148,焊线,2026-07-13 15:11:07
STAGING_TO_WIRE,Q26071551-1,N1-7,2QHE51,焊线,2026-07-13 16:11:11
STAGING_TO_WIRE,Q26071800-5,N7-8,2QHE35,焊线,2026-07-13 13:49:52
STAGING_TO_WIRE,Q26065328-3,D07-11,3QHS4013,焊线,2026-07-13 14:04:16
STAGING_TO_WIRE,Q26062159-20,D02-02,3QHS3830,焊线,2026-07-13 09:31:51
STAGING_TO_WIRE,Q26064566-12,Q03-17,3QHS3076,焊线,2026-07-13 12:39:46
STAGING_TO_WIRE,Q26065263-5,Q21-14,3QHS547,焊线,2026-07-13 13:09:29
STAGING_TO_WIRE,Q26067497-33,D14-02,3QHS733,焊线,2026-07-13 14:06:19
STAGING_TO_WIRE,Q26067601-12,D06-16,3QHS2156,焊线,2026-07-13 15:43:31
STAGING_TO_WIRE,Q26066207-16,C10-04,3QHS4119,焊线,2026-07-13 15:42:08
STAGING_TO_WIRE,Q26072612-3,N6-11,2QHE47,焊线,2026-07-13 13:42:36
STAGING_TO_WIRE,Q26072612-5,N6-14,2QHE43,焊线,2026-07-13 16:14:14
STAGING_TO_WIRE,Q26066755-8,N3-4,2QHE79,焊线,2026-07-13 13:45:49
STAGING_TO_WIRE,Q26063325-2,C17-06,3QHS4218,焊线,2026-07-13 14:43:03
STAGING_TO_WIRE,Q26063325-3,C10-11,3QHS4128,焊线,2026-07-13 15:44:18
STAGING_TO_WIRE,Q26066731-4,Q15-10,3QHS3095,焊线,2026-07-13 15:06:38
