TASK_TYPE,SUBLOT,AREA,EQP,STEP,DATES,PACKAGE
DIE_TO_WIRE_STAGING,Q26079458-1,N9-1,2ZPB76,焊线,2026-07-24T13:55:40,TO-247APlus-4L
DIE_TO_WIRE_STAGING,Q26079308-1,N5-4,2ZPB77,焊线,2026-07-15T22:11:03,TO-247Plus-4L
DIE_TO_WIRE_STAGING,Q26073888-12,N4-5,2ZPB73,焊线,2026-07-21T09:54:40,TO-247-2L-A
DIE_TO_WIRE_STAGING,Q26079374-1,N9-1,2ZPB76,焊线,2026-07-21T13:04:13,TO-247B-3L
DIE_TO_WIRE_STAGING,Q26073468-2,N7-2,2ZPB16,焊线,2026-07-23T07:32:53,TO-247-2L-A
DIE_TO_WIRE_STAGING,Q26079375-1,N9-1,2ZPB76,焊线,2026-07-21T13:36:02,TO-247B-3L
DIE_TO_WIRE_STAGING,Q26065404-7,N3-4,2ZPB93,焊线,2026-07-24T14:33:53,TOLL-8L(6R)
DIE_TO_WIRE_STAGING,Q26073457-7,N7-2,2ZPB16,焊线,2026-07-24T13:20:03,TO-247-2L-A
DIE_TO_WIRE_STAGING,Q26072304-4,N5-4,2ZPB77,焊线,2026-07-24T00:49:36,TO-247-4L
DIE_TO_WIRE_STAGING,Q26074684-3-1,N2-3,2ZPB03,焊线,2026-07-24T09:46:47,TO-220-3L-C(T0.5mm)
DIE_TO_WIRE_STAGING,Q26079315-1,N5-4,2ZPB77,焊线,2026-07-15T22:52:14,TO-247Plus-4L
DIE_TO_WIRE_STAGING,Q26079468-1,N9-1,2ZPB76,焊线,2026-07-24T14:38:04,TO-247APlus-4L
DIE_TO_WIRE_STAGING,Q26079377-1,N5-4,2ZPB77,焊线,2026-07-16T21:42:31,TO-247Plus-4L
DIE_TO_WIRE_STAGING,Q26069E34-1,N9-1,2ZPB76,焊线,2026-07-21T16:23:11,TO-247B-3L
DIE_TO_WIRE_STAGING,Q26079413-1,N8-6,2ZPB31,焊线,2026-07-22T07:12:29,TO-263C-2L
DIE_TO_WIRE_STAGING,Q26079376-1,N5-4,2ZPB77,焊线,2026-07-16T21:12:13,TO-247Plus-4L
DIE_TO_WIRE_STAGING,Q26072332-2,N6-8,2ZPB69,焊线,2026-07-17T00:18:48,TO-247Plus-4L
DIE_TO_WIRE_STAGING,Q26073941-1,N5-4,2ZPB77,焊线,2026-07-21T23:42:16,TO-247-4L
DIE_TO_WIRE_STAGING,Q26079462-1,N9-1,2ZPB76,焊线,2026-07-24T10:28:12,TO-247APlus-4L
DIE_TO_WIRE_STAGING,Q26074396-3,N5-4,2ZPB77,焊线,2026-07-23T01:06:33,TO-247-4L
DIE_TO_WIRE_STAGING,Q26079310-1,N5-4,2ZPB77,焊线,2026-07-16T17:51:39,TO-247Plus-4L
DIE_TO_WIRE_STAGING,Q26073465-3,N4-3,2ZPB71,焊线,2026-07-24T01:21:16,TO-247-2L-A
DIE_TO_WIRE_STAGING,Q26069D92-1,N9-1,2ZPB76,焊线,2026-07-24T01:22:11,TO-247Plus-4L
DIE_TO_WIRE_STAGING,Q26073468-6,N7-2,2ZPB16,焊线,2026-07-23T13:27:32,TO-247-2L-A
DIE_TO_WIRE_STAGING,Q26075248-2,N8-7,2ZPB32,焊线,2026-07-24T02:35:59,TO-220-3L
DIE_TO_WIRE_STAGING,Q26079318-1,N5-4,2ZPB77,焊线,2026-07-16T06:23:55,TO-247Plus-4L
DIE_TO_WIRE_STAGING,Q26079544-1,N8-4,2ZPB28,焊线,2026-07-23T20:05:06,TO-247
DIE_TO_WIRE_STAGING,Q26069Y01-1,N8-8,2ZPB51,焊线,2026-06-09T04:13:08,TO-263-5L
DIE_TO_WIRE_STAGING,Q26079465-1,N9-1,2ZPB76,焊线,2026-07-24T11:57:02,TO-247APlus-4L
DIE_TO_WIRE_STAGING,Q26073468-7,N7-2,2ZPB16,焊线,2026-07-23T15:08:02,TO-247-2L-A
DIE_TO_WIRE_STAGING,Q26073893-5,N3-7,2ZPB110,焊线,2026-07-24T12:43:33,TO-252-2L(8R)
DIE_TO_WIRE_STAGING,Q26079463-1,N9-1,2ZPB76,焊线,2026-07-24T13:21:23,TO-247APlus-4L
DIE_TO_WIRE_STAGING,Q26079X03-1,N6-2,2ZPB97,焊线,2026-07-22T18:52:26,TOLT-16L
DIE_TO_WIRE_STAGING,Q26068574-4,N4-2,2ZPB70,焊线,2026-07-22T03:31:00,TO-247-2L-A
DIE_TO_WIRE_STAGING,Q26073888-11,N4-5,2ZPB73,焊线,2026-07-21T09:01:57,TO-247-2L-A
DIE_TO_WIRE_STAGING,Q26079080-1,N3-1,2ZPB63,焊线,2026-07-23T06:38:34,TO-264-3L
DIE_TO_WIRE_STAGING,Q26072282-4,N4-2,2ZPB70,焊线,2026-07-24T12:01:48,TO-247-2L-A
DIE_TO_WIRE_STAGING,Q26079079-1,N3-1,2ZPB63,焊线,2026-07-23T06:08:35,TO-264-3L
DIE_TO_WIRE_STAGING,Q26075249-4,N7-8,2ZPB24,焊线,2026-07-24T05:32:43,TO-220F
DIE_TO_WIRE_STAGING,Q26079456-1,N9-1,2ZPB76,焊线,2026-07-24T06:20:34,TO-247APlus-4L
DIE_TO_WIRE_STAGING,Q26073441-8,N8-3,2ZPB33,焊线,2026-07-23T06:48:26,TO-247
DIE_TO_WIRE_STAGING,Q26079477-1,N8-4,2ZPB28,焊线,2026-07-24T06:18:00,TO-247
DIE_TO_WIRE_STAGING,Q26073461-12,N9-5,2ZPB103,焊线,2026-07-24T06:35:34,TO-247-2L-A
DIE_TO_WIRE_STAGING,Q26073893-2,N3-7,2ZPB110,焊线,2026-07-23T19:30:32,TO-252-2L(8R)
DIE_TO_WIRE_STAGING,Q26073893-4,N3-7,2ZPB110,焊线,2026-07-24T06:50:32,TO-252-2L(8R)
DIE_TO_WIRE_STAGING,Q26079078-1,N3-1,2ZPB63,焊线,2026-07-23T07:43:53,TO-264-3L
DIE_TO_WIRE_STAGING,Q26079459-1,N9-1,2ZPB76,焊线,2026-07-24T07:14:57,TO-247APlus-4L
DIE_TO_WIRE_STAGING,Q26079467-1,N9-1,2ZPB76,焊线,2026-07-24T06:56:30,TO-247APlus-4L
DIE_TO_WIRE_STAGING,Q26074860-3,N4-5,2ZPB73,焊线,2026-07-24T12:10:23,TO-247-2L-A
DIE_TO_WIRE_STAGING,Q26075363-3,N7-7,2ZPB49,焊线,2026-07-24T13:28:30,TO-220F-C
DIE_TO_WIRE_STAGING,Q26074694-1-3,N2-2,2ZPB02,焊线,2026-07-24T07:46:06,TO-220-3L-C(T0.5mm)
DIE_TO_WIRE_STAGING,Q26079313-1,N5-4,2ZPB77,焊线,2026-07-16T13:41:14,TO-247Plus-4L
DIE_TO_WIRE_STAGING,Q26079457-1,N9-1,2ZPB76,焊线,2026-07-24T08:25:55,TO-247APlus-4L
DIE_TO_WIRE_STAGING,Q26073467-4,N4-3,2ZPB71,焊线,2026-07-24T11:54:47,TO-247-2L-A
DIE_TO_WIRE_STAGING,Q26079455-1,N9-1,2ZPB76,焊线,2026-07-24T08:00:55,TO-247APlus-4L
DIE_TO_WIRE_STAGING,Q26074694-2-1,N2-2,2ZPB02,焊线,2026-07-24T09:16:47,TO-220-3L-C(T0.5mm)
DIE_TO_WIRE_STAGING,Q26079451-1,N9-1,2ZPB76,焊线,2026-07-24T12:32:16,TO-247APlus-4L
DIE_TO_WIRE_STAGING,Q26073461-16,N9-5,2ZPB103,焊线,2026-07-24T12:42:14,TO-247-2L-A
DIE_TO_WIRE_STAGING,Q26072306-8,N6-7,2ZPB68,焊线,2026-07-24T11:01:03,TO-247-4L
DIE_TO_WIRE_STAGING,Q26074684-2-2,N4-1,2ZPB67,焊线,2026-07-24T10:53:41,TO-220-3L-C(T0.5mm)
DIE_TO_WIRE_STAGING,Q26079478-1,N8-4,2ZPB28,焊线,2026-07-24T08:04:55,TO-247
DIE_TO_WIRE_STAGING,Q26079311-1,N5-4,2ZPB77,焊线,2026-07-16T08:14:38,TO-247Plus-4L
DIE_TO_WIRE_STAGING,Q26068576-2,N4-2,2ZPB70,焊线,2026-07-21T07:25:42,TO-247-2L-A
DIE_TO_WIRE_STAGING,Q26079X02-1,N6-2,2ZPB97,焊线,2026-07-22T19:02:13,TOLT-16L
DIE_TO_WIRE_STAGING,Q26073902-1,N3-5,2ZPB94,焊线,2026-07-24T14:02:10,TOLL-11L(6R)
DIE_TO_WIRE_STAGING,Q26073888-10,N4-5,2ZPB73,焊线,2026-07-21T07:34:15,TO-247-2L-A
DIE_TO_WIRE_STAGING,Q26079543-1,N8-4,2ZPB28,焊线,2026-07-23T13:46:42,TO-247
DIE_TO_WIRE_STAGING,Q26079466-1,N9-1,2ZPB76,焊线,2026-07-24T09:08:16,TO-247APlus-4L
DIE_TO_WIRE_STAGING,Q26074687-1-3,N5-1,2ZPB82,焊线,2026-07-24T14:07:07,TO-220-3L-C(T0.5mm)
DIE_TO_WIRE_STAGING,Q26074860-4,N4-5,2ZPB73,焊线,2026-07-24T13:52:56,TO-247-2L-A
DIE_TO_WIRE_STAGING,Q26073461-17,N9-5,2ZPB103,焊线,2026-07-24T13:50:30,TO-247-2L-A
DIE_TO_WIRE_STAGING,Q26074684-3-3,N4-1,2ZPB67,焊线,2026-07-24T13:45:15,TO-220-3L-C(T0.5mm)
DIE_TO_WIRE_STAGING,Q26074684-4-1,N2-3,2ZPB03,焊线,2026-07-24T14:10:36,TO-220-3L-C(T0.5mm)
DIE_TO_WIRE_STAGING,Q26079314-1,N5-4,2ZPB77,焊线,2026-07-16T07:40:05,TO-247Plus-4L
DIE_TO_WIRE_STAGING,Q26074684-3-2,N2-3,2ZPB03,焊线,2026-07-24T13:25:27,TO-220-3L-C(T0.5mm)
DIE_TO_WIRE_STAGING,Q26073441-9,N8-3,2ZPB33,焊线,2026-07-23T07:01:15,TO-247
DIE_TO_WIRE_STAGING,Q26079479-1,N8-4,2ZPB28,焊线,2026-07-24T08:22:13,TO-247
DIE_TO_WIRE_STAGING,Q26079312-1,N5-4,2ZPB77,焊线,2026-07-16T06:48:42,TO-247Plus-4L
DIE_TO_WIRE_STAGING,Q26072308-1,N5-4,2ZPB77,焊线,2026-07-24T14:08:20,TO-247-4L
DIE_TO_WIRE_STAGING,Q26072311-1,N6-7,2ZPB68,焊线,2026-07-24T13:43:17,TO-247-4L
DIE_TO_WIRE_STAGING,Q26073440-18,N8-3,2ZPB33,焊线,2026-07-24T13:53:12,TO-247-2L-A
DIE_TO_WIRE_STAGING,Q26073457-8,N7-2,2ZPB16,焊线,2026-07-24T14:37:11,TO-247-2L-A
DIE_TO_WIRE_STAGING,Q26072289-1,N4-2,2ZPB70,焊线,2026-07-24T14:25:55,TO-247-2L-A
DIE_TO_WIRE_STAGING,Q26074684-2-3,N2-3,2ZPB03,焊线,2026-07-24T07:35:44,TO-220-3L-C(T0.5mm)
DIE_TO_WIRE_STAGING,Q26079319-1,N5-4,2ZPB77,焊线,2026-07-16T14:09:36,TO-247Plus-4L
DIE_TO_WIRE_STAGING,Q26079309-1,N5-4,2ZPB77,焊线,2026-07-16T13:16:02,TO-247Plus-4L
DIE_TO_WIRE_STAGING,Q26073888-9,N4-5,2ZPB73,焊线,2026-07-21T07:23:14,TO-247-2L-A
DIE_TO_WIRE_STAGING,Q26069E35-1,N9-1,2ZPB76,焊线,2026-07-21T18:25:16,TO-247B-3L
DIE_TO_WIRE_STAGING,Q26079316-1,N5-4,2ZPB77,焊线,2026-07-16T12:30:00,TO-247Plus-4L
DIE_TO_WIRE_STAGING,Q26073442-4,N8-3,2ZPB33,焊线,2026-07-22T00:49:22,TO-247
DIE_TO_WIRE_STAGING,Q26074686-1-2,N5-1,2ZPB82,焊线,2026-07-23T18:34:06,TO-220-3L-C(T0.5mm)
DIE_TO_WIRE_STAGING,Q26079514-1,N8-4,2ZPB28,焊线,2026-07-22T22:24:50,TO-247-2L-A
DIE_TO_WIRE_STAGING,Q26079076-1,N3-1,2ZPB63,焊线,2026-07-23T05:14:05,TO-264-3L
DIE_TO_WIRE_STAGING,Q26079469-1,N9-1,2ZPB76,焊线,2026-07-24T04:05:30,TO-247APlus-4L
DIE_TO_WIRE_STAGING,Q26079077-1,N3-1,2ZPB63,焊线,2026-07-23T08:47:57,TO-264-3L
DIE_TO_WIRE_STAGING,Q26075249-3,N7-8,2ZPB24,焊线,2026-07-24T02:55:31,TO-220F
DIE_TO_WIRE_STAGING,Q26079X01-1,N6-2,2ZPB97,焊线,2026-07-22T18:45:55,TOLT-16L
DIE_TO_WIRE_STAGING,Q26074687-1-2,N5-1,2ZPB82,焊线,2026-07-24T09:56:52,TO-220-3L-C(T0.5mm)
DIE_TO_WIRE_STAGING,Q26079317-1,N5-4,2ZPB77,焊线,2026-07-16T07:12:10,TO-247Plus-4L
DIE_TO_WIRE_STAGING,Q26065403-2,N3-3,2ZPB92,焊线,2026-07-24T12:41:22,TOLL-8L(6R)
