TASK_TYPE,SUBLOT,AREA,EQP,STEP,DATES,PACKAGE
DIE_TO_WIRE_STAGING,Q26068573-2,N4-2,2ZPB70,焊线,2026-07-22T07:44:54,TO-247-2L-A
DIE_TO_WIRE_STAGING,Q26068575-4,N4-2,2ZPB70,焊线,2026-07-23T07:32:37,TO-247-2L-A
DIE_TO_WIRE_STAGING,Q26074685-2-1,N5-1,2ZPB82,焊线,2026-07-23T11:14:29,TO-220-3L-C(T0.5mm)
DIE_TO_WIRE_STAGING,Q26069E33-1,N9-1,2ZPB76,焊线,2026-07-21T20:09:56,TO-247B-3L
DIE_TO_WIRE_STAGING,Q26075249-2,N7-8,2ZPB24,焊线,2026-07-24T00:34:36,TO-220F
DIE_TO_OVEN,Q26063224-8,C6-14,3ZPS136,装片烘烤,2026-07-24T13:55:34,SOP8/PP(150mil)(12R)
DIE_TO_OVEN,Q26074602-21,C4-04,3ZPS105,装片烘烤,2026-07-24T14:47:32,SOP8/PP(150mil)(12R)
DIE_TO_OVEN,Q26073664-4,D3-07,3ZPS243,装片烘烤,2026-07-24T14:42:24,SOP8(150mil)(12R)
DIE_TO_OVEN,Q26073668-5,D5-05,3ZPS176,装片烘烤,2026-07-24T14:27:50,SOP8(150mil)(12R)
DIE_TO_OVEN,Q26067403-10,C2-06,3ZPS126,装片烘烤,2026-07-24T14:27:59,DFNWB2.5*1-10L-H(P0.50T0.50)
DIE_TO_OVEN,Q26054939-3,D7-03,3ZPS229,装片烘烤,2026-07-24T14:25:50,TSSOP28/PP(173mil)(10R)
DIE_TO_OVEN,Q26071889-5,C2-02,3ZPS82,装片烘烤,2026-07-24T14:33:53,DFNWB1*1.4-4L(P0.5T0.37)
DIE_TO_OVEN,Q26071427-4,C6-03,3ZPS100,装片烘烤,2026-07-24T14:17:38,TSSOP14
DIE_TO_OVEN,Q26073213-2,C2-10,3ZPS116,装片烘烤,2026-07-24T12:31:17,SSOP14/PP(150mil)(8R)
DIE_TO_OVEN,Q26074761-11,D4-02,3ZPS210,装片烘烤,2026-07-24T14:34:47,QFNWB5*5-32L(P0.50T0.75)(1 block)
DIE_TO_OVEN,Q26068792-6,D1-03,3ZPS156,装片烘烤,2026-07-24T13:48:55,QFNWB3.5*3.5-20L-E(P0.50T0.75)(1 block)
DIE_TO_OVEN,Q26073861-10,C1-10,3ZPS174,装片烘烤,2026-07-24T13:11:00,SOP8(150mil)(12R)
DIE_TO_OVEN,Q26067644-2,C3-08,3ZPS81,装片烘烤,2026-07-24T14:38:29,MSOP10(8R)
DIE_TO_OVEN,Q26068177-13,C1-01,3ZPS62,装片烘烤,2026-07-24T14:55:11,SOP8(150mil)(12R)
DIE_TO_OVEN,Q26068143-7,D4-04,3ZPS212,装片烘烤,2026-07-24T11:48:42,SOP8(150mil)(12R)
DIE_TO_OVEN,Q26072641-2,C5-09,3ZPS94,装片烘烤,2026-07-24T13:12:32,SSOP10
DIE_TO_OVEN,Q26056941-6,D1-02,3ZPS157,装片烘烤,2026-07-24T14:45:11,DFNWB3*3-12L(P0.45T0.75)(1 block)
DIE_TO_OVEN,Q26073883-7,N11-2,3ZPS29,装片烘烤,2026-07-24T13:10:15,TO-252-2L(6R)
DIE_TO_OVEN,Q26073971-5,N12-6,3ZPS55,装片烘烤,2026-07-24T14:49:36,TO-220-2L-C
DIE_TO_OVEN,Q26073471-28,N12-3,3ZPS85,装片烘烤,2026-07-24T14:38:33,TO-247-2L-A
DIE_TO_OVEN,Q26072967-6,C5-07,3ZPS91,装片烘烤,2026-07-24T14:42:07,SOP8/PP(150mil)(12R)
DIE_TO_OVEN,Q26072564-23,C1-09,3ZPS63,装片烘烤,2026-07-24T14:44:18,SOP8/PP(150mil)(12R)
DIE_TO_OVEN,Q26064889-7,C1-12,3ZPS133,装片烘烤,2026-07-24T14:46:28,SOP8(150mil)(12R)
DIE_TO_OVEN,Q26073496-7,C7-16,3ZPS201,装片烘烤,2026-07-24T14:46:07,DFNWB3*3-10L-P(P0.50T0.75)(1 block)
DIE_TO_OVEN,Q26072641-1,C5-09,3ZPS94,装片烘烤,2026-07-24T12:55:14,SSOP10
DIE_TO_OVEN,Q26074582-7,C2-17,3ZPS64,装片烘烤,2026-07-24T12:06:27,SOP8(150mil)(12R)
DIE_TO_OVEN,Q26066423-7,C7-10,3ZPS102,装片烘烤,2026-07-24T12:05:58,SOP8(150mil)(12R)
DIE_TO_OVEN,Q26068275-15,C1-08,3ZPS140,装片烘烤,2026-07-24T14:56:45,DFNWB2*2-06L-J(P0.65T0.75)(1 block)
DIE_TO_OVEN,Q26072355-14,C5-12,3ZPS151,装片烘烤,2026-07-24T14:51:50,TSSOP14(173mil)(10R)
DIE_TO_OVEN,Q26071888-1,C7-17,3ZPS200,装片烘烤,2026-07-24T14:51:37,DFNWB1*1.4-4L(P0.5T0.37)
DIE_TO_OVEN,Q26079876-1,C8-03,3ZPS18,装片烘烤,2026-07-24T14:53:25,QFNWB3.5*3.5-14L(P0.50T0.85)(1 block)
DIE_TO_OVEN,Q26075033-21,C1-07,3ZPS139,装片烘烤,2026-07-24T14:53:26,DFNWB3*2-14L-C(P0.40T0.75)(1 block)
DIE_TO_OVEN,Q26067402-23,C2-11,3ZPS147,装片烘烤,2026-07-24T14:52:42,DFNWB2.5*1-10L-H(P0.50T0.50)
DIE_TO_OVEN,Q26071654-4-2,C3-03,3ZPS214,装片烘烤,2026-07-24T14:54:46,SOP8(150mil)(12R)
DIE_TO_OVEN,Q26066966-28,D2-01,3ZPS169,装片烘烤,2026-07-24T14:55:42,TSSOP16(173mil)(10R)
DIE_TO_OVEN,Q26067402-22,C2-11,3ZPS147,装片烘烤,2026-07-24T12:14:25,DFNWB2.5*1-10L-H(P0.50T0.50)
DIE_TO_OVEN,Q26067403-1,C3-07,3ZPS120,装片烘烤,2026-07-24T13:32:46,DFNWB2.5*1-10L-H(P0.50T0.50)
DIE_TO_OVEN,Q26073471-26,N12-3,3ZPS85,装片烘烤,2026-07-24T09:21:16,TO-247-2L-A
DIE_TO_OVEN,Q26056941-4,D1-02,3ZPS157,装片烘烤,2026-07-24T13:06:10,DFNWB3*3-12L(P0.45T0.75)(1 block)
DIE_TO_OVEN,Q26061811-22,D6-03,3ZPS166,装片烘烤,2026-07-24T12:36:53,HTSSOP32/PP-A(240mil)(8R)
DIE_TO_OVEN,Q26071654-4-1,C3-03,3ZPS214,装片烘烤,2026-07-24T13:15:03,SOP8(150mil)(12R)
DIE_TO_OVEN,Q26067403-9,C2-06,3ZPS126,装片烘烤,2026-07-24T13:18:57,DFNWB2.5*1-10L-H(P0.50T0.50)
DIE_TO_OVEN,Q26064846-1,D6-04,3ZPS207,装片烘烤,2026-07-24T13:19:07,MSOP8/PP
DIE_TO_OVEN,Q26067845-2,C6-07,3ZPS21,装片烘烤,2026-07-24T12:50:20,SSOP16/PP(150mil)(8R)(P0.5)
DIE_TO_OVEN,Q26071516-11,D4-06,3ZPS215,装片烘烤,2026-07-24T07:59:15,DFNWB1.2*1.6-04L-A(P0.60T0.55)
DIE_TO_OVEN,Q26073675-14,C2-18,3ZPS66,装片烘烤,2026-07-24T12:21:59,TSSOP8(8R)
DIE_TO_OVEN,Q26074749-7,C5-17,3ZPS49,装片烘烤,2026-07-24T10:53:31,SOP8/PP(150mil)(12R)
DIE_TO_OVEN,Q26067953-1,D1-05,3ZPS154,装片烘烤,2026-07-24T11:24:20,DFNWB2*4-06L-NA(P0.50T0.75)(1 block)
DIE_TO_OVEN,Q26079442-1,C8-01,3ZPS189,装片烘烤,2026-07-24T10:59:16,DFNWB1*1-4L-N(P0.65T0.37)
DIE_TO_OVEN,Q26073887-4,N11-9,2ZPB46,装片烘烤,2026-07-24T13:44:01,TO-252-2L(6R)
DIE_TO_OVEN,Q26079875-1,C8-03,3ZPS18,装片烘烤,2026-07-24T13:56:23,QFNWB3.5*3.5-14L(P0.50T0.85)(1 block)
DIE_TO_OVEN,Q26075290-15,N13-10,3ZPS09,装片烘烤,2026-07-24T13:34:37,TO-252-2L(8R)
DIE_TO_OVEN,Q26072073-6,N10-4,2ZPB91,装片烘烤,2026-07-24T13:48:56,PDFNWB3.3×3.3-8L(P0.65T0.75)
DIE_TO_OVEN,Q26067195-32,X1-17,1ZP040,装片烘烤,2026-07-24T12:50:44,TO-92
DIE_TO_OVEN,Q26066747-10,D1-01,3ZPS158,装片烘烤,2026-07-24T13:33:39,DFNWB2*2-8L-W(P0.50T0.75)(1 block)
DIE_TO_OVEN,Q26060037-1,C4-15,3ZPS93,装片烘烤,2026-07-24T13:50:42,TSOT-23-6L
DIE_TO_OVEN,Q26067402-31,C2-12,3ZPS122,装片烘烤,2026-07-24T13:57:56,DFNWB2.5*1-10L-H(P0.50T0.50)
DIE_TO_OVEN,Q26072631-62,C3-12,3ZPS131,装片烘烤,2026-07-24T14:01:56,QFNWB1.7*2-12L-C(P0.40T0.50)
DIE_TO_OVEN,Q26067402-33,C2-12,3ZPS122,装片烘烤,2026-07-24T14:10:17,DFNWB2.5*1-10L-H(P0.50T0.50)
DIE_TO_OVEN,Q26072645-3,C1-03,3ZPS65,装片烘烤,2026-07-24T14:33:08,SOP8(150mil)(12R)
DIE_TO_OVEN,Q26068792-8,D1-03,3ZPS156,装片烘烤,2026-07-24T14:54:21,QFNWB3.5*3.5-20L-E(P0.50T0.75)(1 block)
DIE_TO_OVEN,Q26067103-3,C7-02,3ZPS146,装片烘烤,2026-07-24T14:55:28,DFNWB3*3-8L-NF(P0.65T0.85)(1 block)(wettable)
DIE_TO_OVEN,Q26079580-1,C8-04,3ZPS01,装片烘烤,2026-07-24T14:17:08,SOP8/PP(150mil)(12R)
DIE_TO_OVEN,Q26066423-8,C7-10,3ZPS102,装片烘烤,2026-07-24T14:52:09,SOP8(150mil)(12R)
DIE_TO_OVEN,Q26065969-2,C6-05,3ZPS68,装片烘烤,2026-07-24T14:33:31,SOP8(150mil)(12R)
DIE_TO_OVEN,Q26056941-7,D1-02,3ZPS157,装片烘烤,2026-07-24T14:56:51,DFNWB3*3-12L(P0.45T0.75)(1 block)
DIE_TO_OVEN,Q26067195-36,X1-14,1ZP036,装片烘烤,2026-07-24T13:37:30,TO-92
DIE_TO_OVEN,Q26073925-7,D8-05,3ZPS239,装片烘烤,2026-07-24T14:28:10,SOP8(150mil)(12R)
DIE_TO_OVEN,Q26074645-14-1,C6-15,3ZPS135,装片烘烤,2026-07-24T14:36:50,DFNWB3*3-10L-B(P0.50T0.75)(1 block)
DIE_TO_OVEN,Q26071193-1,D1-06,3ZPS225,装片烘烤,2026-07-24T13:58:10,MSOP8(8R)
DIE_TO_OVEN,Q26067402-32,C2-12,3ZPS122,装片烘烤,2026-07-24T14:25:13,DFNWB2.5*1-10L-H(P0.50T0.50)
DIE_TO_OVEN,Q26074059-11,C1-06,3ZPS138,装片烘烤,2026-07-24T14:21:13,SOP8(150mil)(12R)
DIE_TO_OVEN,Q26062192-20,D6-01,3ZPS191,装片烘烤,2026-07-24T14:32:23,TSSOP16/PP(173mil)(10R)
DIE_TO_OVEN,Q26073471-27,N12-3,3ZPS85,装片烘烤,2026-07-24T14:13:08,TO-247-2L-A
DIE_TO_OVEN,Q26068792-7,D1-03,3ZPS156,装片烘烤,2026-07-24T14:38:30,QFNWB3.5*3.5-20L-E(P0.50T0.75)(1 block)
DIE_TO_OVEN,Q26071763-10,C5-04,3ZPS19,装片烘烤,2026-07-24T13:54:16,SOP16(150mil)(12R)
DIE_TO_OVEN,Q26072073-7,N10-4,2ZPB91,装片烘烤,2026-07-24T13:59:52,PDFNWB3.3×3.3-8L(P0.65T0.75)
DIE_TO_OVEN,Q26056941-5,D1-02,3ZPS157,装片烘烤,2026-07-24T14:26:06,DFNWB3*3-12L(P0.45T0.75)(1 block)
DIE_TO_OVEN,Q26061810-1,D6-03,3ZPS166,装片烘烤,2026-07-24T14:29:09,HTSSOP32/PP-A(240mil)(8R)
DIE_TO_OVEN,Q26068143-8,D4-04,3ZPS212,装片烘烤,2026-07-24T14:49:16,SOP8(150mil)(12R)
DIE_TO_OVEN,Q26074061-1,C1-06,3ZPS138,装片烘烤,2026-07-24T14:51:31,SOP8(150mil)(12R)
DIE_TO_OVEN,Q26071279-44,D8-04,3ZPS238,装片烘烤,2026-07-24T14:12:46,DFNWB2*3-08L-P(P0.50T0.55)
DIE_TO_OVEN,Q26074582-9,C2-17,3ZPS64,装片烘烤,2026-07-24T13:52:53,SOP8(150mil)(12R)
DIE_TO_OVEN,Q26072071-12,N13-3,2ZPB44,装片烘烤,2026-07-24T13:22:06,PDFNWB3.3×3.3-8L(P0.65T0.75)
DIE_TO_OVEN,Q26062848-9,D4-03,3ZPS211,装片烘烤,2026-07-24T14:26:28,SOP8/PP(150mil)(12R)
DIE_TO_OVEN,Q26065611-1,D7-07,3ZPS234,装片烘烤,2026-07-23T21:06:21,SOP8(150mil)(12R)
DIE_TO_OVEN,Q26073821-36,D7-01,3ZPS227,装片烘烤,2026-07-24T13:53:38,SOP16(150mil)(12R)
DIE_TO_OVEN,Q26073284-26,C4-18,3ZPS242,装片烘烤,2026-07-24T13:56:54,DFNWB2*2-6L-SB(P0.65T0.55)(1 block)
DIE_TO_OVEN,Q26073885-8,N11-11,2ZPB40,装片烘烤,2026-07-24T12:29:37,TO-252-2L(6R)
DIE_TO_OVEN,Q26074241-1,D2-05,3ZPS171,装片烘烤,2026-07-24T14:29:32,DFNWB4.5*3-14L-NB(P0.65T0.85)(1 block)(wettable)
DIE_TO_OVEN,Q26072631-13,C7-09,3ZPS150,装片烘烤,2026-07-24T14:27:12,QFNWB1.7*2-12L-C(P0.40T0.50)
DIE_TO_OVEN,Q26067752-7,C6-06,3ZPS04,装片烘烤,2026-07-24T14:14:34,TSSOP16/PP
DIE_TO_OVEN,Q26068275-14,C1-08,3ZPS140,装片烘烤,2026-07-24T14:27:24,DFNWB2*2-06L-J(P0.65T0.75)(1 block)
DIE_TO_OVEN,Q26073023-5,D3-03,3ZPS188,装片压力烘烤,2026-07-24T14:47:09,SOP16(300mil)(5R)
WIRE_TO_GATE,Q26073052-9,C01-07,3QHS3836,焊线关卡,2026-07-24T14:12:21,SSOP24(150mil)
WIRE_TO_GATE,Q26055571-14,D22-7,3QHS4325,焊线关卡,2026-07-24T13:55:50,MSOP8(118mil)(14R)
WIRE_TO_GATE,Q26063769-3,D14-09,3QHS3086,焊线关卡,2026-07-24T09:29:09,SOP8(150mil)(12R)
WIRE_TO_GATE,Q26072242-2,Q15-10,3QHS3095,焊线关卡,2026-07-24T04:31:34,SSOP24(209MIL)
WIRE_TO_GATE,Q26073824-10,C06-04,3QHS581,焊线关卡,2026-07-24T14:42:21,SOP14(9R)
WIRE_TO_GATE,Q26064026-7,C08-10,3QHS4306,焊线关卡,2026-07-24T09:56:01,HTSSOP32/PP-A(240mil)(8R)
WIRE_TO_GATE,Q26066097-7,Q21-05,3QHS4060,焊线关卡,2026-07-23T00:42:21,SSOP16(150mil)(8R)
WIRE_TO_GATE,Q26068767-3,D11-05,3QHS545,焊线关卡,2026-07-24T14:05:18,SOP8(150mil)(12R)
WIRE_TO_GATE,Q26073653-9,Q06-12,3QHS4069,焊线关卡,2026-07-24T08:38:43,QFNWB1.6*1.6-14L-NA(P0.35T0.55)
WIRE_TO_GATE,Q26064705-54,C17-08,3QHS4217,焊线关卡,2026-07-22T22:41:02,SOP28(300mil)(5R)
WIRE_TO_GATE,Q26042123-8,C05-03,3QHS4313,焊线关卡,2026-07-24T11:03:17,MSOP8(118mil)(14R)
WIRE_TO_GATE,Q26065863-4,Q16-14,3QHS30,焊线关卡,2026-07-23T01:47:23,SOP8(150mil)(12R)
WIRE_TO_GATE,Q26061163-69,C13-06,3QHS4163,焊线关卡,2026-07-23T06:20:41,SOP16(300mil)(5R)
WIRE_TO_GATE,Q26072828-4,D04-03,3QHS3064,焊线关卡,2026-07-24T07:44:01,SOP8(150mil)(12R)
WIRE_TO_GATE,Q26066464-6,C08-05,3QHS4301,焊线关卡,2026-07-24T12:29:16,SOP14(9R)
WIRE_TO_GATE,Q26067401-5,D18-13,3QHS2013,焊线关卡,2026-07-24T13:31:25,DFNWB2.5*1-10L-H(P0.50T0.50)
WIRE_TO_GATE,Q26068298-5,Q19-03,3QHS751,焊线关卡,2026-07-24T07:32:12,SOP8/PP(150mil)(12R)
WIRE_TO_GATE,Q26073224-3,Q16-10,3QHS550,焊线关卡,2026-07-24T14:40:23,SOP8/PP(150mil)(12R)
WIRE_TO_GATE,Q26071597-4,N1-3,2QHE54,焊线关卡,2026-07-24T13:21:29,PDFN5×6-8L(12R)
WIRE_TO_GATE,Q26068469-13,D15-07,3QHS4028,焊线关卡,2026-07-24T14:32:31,SOP8(150mil)(12R)
WIRE_TO_GATE,Q26068767-4,Q21-01,3QHS29,焊线关卡,2026-07-24T14:35:19,SOP8(150mil)(12R)
WIRE_TO_GATE,Q26073693-7,X11-5-5,1QH108,焊线关卡,2026-07-24T14:44:20,TO-92
WIRE_TO_GATE,Q26064678-8,C12-02,3QHS4142,焊线关卡,2026-07-24T14:46:09,TSSOP28/PP(173mil)(10R)
WIRE_TO_GATE,Q26055162-6,D07-10,3QHS4019,焊线关卡,2026-07-24T14:46:48,TSSOP16
WIRE_TO_GATE,Q26071307-12,Q05-14,3QHS4061,焊线关卡,2026-07-24T06:21:41,DFNWB1.4*1-8L-C(P0.35T0.37)
WIRE_TO_GATE,Q26072281-4,N12-8,2QHB74,焊线关卡,2026-07-24T14:46:54,TO-247-2L-A
WIRE_TO_GATE,Q26056256-4,D05-16,3QHS2517,焊线关卡,2026-07-24T14:03:08,MSOP10(8R)
WIRE_TO_GATE,Q26072828-11,C02-07,3QHS3970,焊线关卡,2026-07-24T12:07:42,SOP8(150mil)(12R)
WIRE_TO_GATE,Q26073052-6,Q12-02,3QHS3846,焊线关卡,2026-07-24T13:16:56,SSOP24(150mil)
WIRE_TO_GATE,Q26073821-21,C06-07,3QHS17,焊线关卡,2026-07-24T12:08:14,SOP16(150mil)(12R)
WIRE_TO_GATE,Q26068325-6,C01-01,3QHS3845,焊线关卡,2026-07-24T06:45:55,CSOP10(300mil)(5R)
WIRE_TO_GATE,Q26068469-9,Q22-09,3QHS3023,焊线关卡,2026-07-24T06:54:49,SOP8(150mil)(12R)
WIRE_TO_GATE,Q26063769-7,Q16-07,3QHS3085,焊线关卡,2026-07-24T12:50:01,SOP8(150mil)(12R)
WIRE_TO_GATE,Q26073052-7,C07-04,3QHS3227,焊线关卡,2026-07-24T12:12:43,SSOP24(150mil)
WIRE_TO_GATE,Q26073889-6-1,Q04-21,3QHS3122,焊线关卡,2026-07-24T14:55:50,DFNWB1*1.4-4L(P0.5T0.37)
WIRE_TO_GATE,Q26065869-1,D09-12,3QHS3134,焊线关卡,2026-07-24T14:28:43,TSSOP14
WIRE_TO_GATE,Q26071913-6,Q01-17,3QHS4039,焊线关卡,2026-07-24T09:18:53,DFNWB1*1.4-4L(P0.5T0.37)
WIRE_TO_GATE,Q26064417-2,C15-08,3QHS4239,焊线关卡,2026-07-24T13:00:55,TSSOP28/PP
WIRE_TO_GATE,Q26066664-2,D18-02,3QHS111,焊线关卡,2026-07-24T10:36:35,SOP8(150mil)(12R)
WIRE_TO_GATE,Q26071783-25,D10-07,3QHS3986,焊线关卡,2026-07-24T12:48:49,SOP8(150mil)(12R)
WIRE_TO_GATE,Q26061294-23,C05-02,3QHS4312,焊线关卡,2026-07-24T13:04:41,DIP12/PP(350mil)(6R)
WIRE_TO_GATE,Q26031361-9,D22-11,3QHS4329,焊线关卡,2026-07-24T12:53:55,TSSOP16/PP(173mil)(10R)
WIRE_TO_GATE,Q26071246-2,C07-13,3QHS4293,焊线关卡,2026-07-24T12:23:23,TSSOP16(173mil)(10R)
WIRE_TO_GATE,Q26065890-6,C13-05,3QHS4161,焊线关卡,2026-07-24T12:18:01,SOP8(150mil)(12R)
WIRE_TO_GATE,Q26073824-12,Q12-08,3QHS3806,焊线关卡,2026-07-24T11:17:33,SOP14(9R)
WIRE_TO_GATE,Q26067782-11,C08-14,3QHS4310,焊线关卡,2026-07-24T11:19:46,MSOP8(8R)
WIRE_TO_GATE,Q26062454-1,C07-12,3QHS4294,焊线关卡,2026-07-24T10:46:30,MSOP8(118mil)(14R)
WIRE_TO_GATE,Q26062454-3,C05-08,3QHS4318,焊线关卡,2026-07-24T10:42:12,MSOP8(118mil)(14R)
WIRE_TO_GATE,Q26066664-1,D19-06,3QHS122,焊线关卡,2026-07-24T13:43:59,SOP8(150mil)(12R)
WIRE_TO_GATE,Q26071372-15,C16-07,3QHS4284,焊线关卡,2026-07-24T13:57:09,SOP8(150mil)(12R)
WIRE_TO_GATE,Q26072687-6,D06-15,3QHS3795,焊线关卡,2026-07-24T13:52:43,SOP8(150mil)(12R)
WIRE_TO_GATE,Q26068130-1,D04-12,3QHS1772,焊线关卡,2026-07-24T12:50:50,FTSOT-23-6L(12R)
WIRE_TO_GATE,Q26073522-3,N8-4,3QHS3016,焊线关卡,2026-07-24T13:51:21,SOP8(8R)
WIRE_TO_GATE,Q26071516-8,Q15-08,3QHS3075,焊线关卡,2026-07-24T12:46:42,DFNWB1.2*1.6-04L-A(P0.60T0.55)
WIRE_TO_GATE,Q26072784-14,D04-03,3QHS3064,焊线关卡,2026-07-23T03:04:24,SOP8(150mil)(12R)
WIRE_TO_GATE,Q26067826-22,Q09-15,3QHS3029,焊线关卡,2026-07-24T11:28:19,MISWB1.8*2.6-16L(P0.4T0.55)
WIRE_TO_GATE,Q26073471-21,N18-5,2QHB78,焊线关卡,2026-07-24T14:56:28,TO-247-2L-A
WIRE_TO_GATE,Q26067868-2,Q13-04,3QHS213,焊线关卡,2026-07-24T14:33:21,SOP8(150mil)(12R)
WIRE_TO_GATE,Q26067398-38,D20-08,3QHS551,焊线关卡,2026-07-24T14:33:43,DFNWB2.5*1-10L-H(P0.50T0.50)
WIRE_TO_GATE,Q26071246-1,C13-14,3QHS4158,焊线关卡,2026-07-24T13:51:12,TSSOP16(173mil)(10R)
WIRE_TO_GATE,Q26063148-4,D07-16,3QHS3052,焊线关卡,2026-07-24T14:23:16,TSSOP28
WIRE_TO_GATE,Q26064841-1,C04-10,3QHS4264,焊线关卡,2026-07-24T14:36:28,MSOP8(118mil)(14R)
WIRE_TO_GATE,Q26063148-5,D12-11,3QHS4005,焊线关卡,2026-07-24T13:43:08,TSSOP28
WIRE_TO_GATE,Q26067930-45,C14-08,3QHS4181,焊线关卡,2026-07-24T13:58:35,SOP28(300mil)(5R)
WIRE_TO_GATE,Q26070023-1,N17-8,2QHB83,焊线关卡,2026-07-24T14:12:41,TO-264-3L
WIRE_TO_GATE,Q26068325-10,Q24-01,3QHS3928,焊线关卡,2026-07-24T14:14:26,CSOP10(300mil)(5R)
